state_id,condition,family,suite,task_id,episode_idx,episode,source_episode_success,intervention_step,step_budget,success_A_baseline,steps_A_baseline,rts_A_baseline,success_B_top_D,steps_B_top_D,rts_B_top_D,success_C_top_DS,steps_C_top_DS,rts_C_top_DS,success_D_full_oracle,steps_D_full_oracle,rts_D_full_oracle,case1_rescue_DxS,case2_damage_DxS,case3_oracle_rescue,case4_oracle_also_fail,rescue_topD,damage_topD,damage_oracle
B_camera_shift_strong_libero_spatial_t02_ep008_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,8,B_camera_shift_strong_libero_spatial_t2_ep8,True,16,234,1,84,84,1,85,85,1,82,82,1,83,83,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep009_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,9,B_camera_shift_strong_libero_spatial_t2_ep9,True,16,234,1,81,81,1,83,83,1,82,82,1,83,83,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t07_ep000_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,0,B_camera_shift_strong_libero_spatial_t7_ep0,True,16,234,1,109,109,1,108,108,0,234,,1,111,111,0,1,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t07_ep001_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,1,B_camera_shift_strong_libero_spatial_t7_ep1,True,16,234,1,116,116,1,113,113,1,113,113,1,116,116,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t07_ep002_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,2,B_camera_shift_strong_libero_spatial_t7_ep2,True,16,234,1,113,113,1,118,118,1,115,115,1,114,114,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t07_ep003_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,3,B_camera_shift_strong_libero_spatial_t7_ep3,True,16,234,1,89,89,1,103,103,1,104,104,1,107,107,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t07_ep004_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,4,B_camera_shift_strong_libero_spatial_t7_ep4,True,16,234,1,119,119,1,124,124,1,129,129,1,121,121,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t07_ep005_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,5,B_camera_shift_strong_libero_spatial_t7_ep5,True,16,234,1,167,167,0,234,,1,165,165,0,234,,0,0,0,0,0,1,1
B_camera_shift_strong_libero_spatial_t07_ep006_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,6,B_camera_shift_strong_libero_spatial_t7_ep6,True,16,234,1,123,123,1,169,169,1,129,129,0,234,,0,0,0,0,0,0,1
B_camera_shift_strong_libero_spatial_t07_ep007_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,7,B_camera_shift_strong_libero_spatial_t7_ep7,True,16,234,1,113,113,0,234,,1,89,89,0,234,,0,0,0,0,0,1,1
B_camera_shift_strong_libero_spatial_t07_ep008_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,8,B_camera_shift_strong_libero_spatial_t7_ep8,True,16,234,1,114,114,1,109,109,1,109,109,1,109,109,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t07_ep009_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,7,9,B_camera_shift_strong_libero_spatial_t7_ep9,True,16,234,1,163,163,1,154,154,0,234,,1,113,113,0,1,0,0,0,0,0
